"('aboriginal', 'team')",6
"('accent', 'bead')",6
"('account', 'mgmt')",6
"('account', 'rep')",6
"('accountants', 'needed')",6
"('acute', 'rehab')",6
"('adolescent', 'unit')",6
"('adorable', 'little')",6
"('adox', 'chs')",6
"('adult', 'behavioral')",6
"('advanced', 'analytics')",6
"('advanced', 'diagnostic')",6
"('adventist', 'christian')",6
"('adventure', 'today')",6
"('age-friendly', 'community')",6
"('agency', 'account')",6
"('aid', 'incident')",6
"('airlines', 'arena')",6
"('alanis', 'morissette')",6
"('alderwood', 'artesian')",6
"('alex', 'clare')",6
"('alexander', ""keith's"")",6
"('alki', 'ave')",6
"('allegany', 'county')",6
"('allergy', 'clinic')",6
"('aluminum', 'mold')",6
"('amazing', 'first')",6
"('amazing', 'way')",6
"('amazing', 'week')",6
"('amazing', 'wife')",6
"('amazing', 'woman')",6
"('amc', 'star')",6
"('american', 'indigenous')",6
"('american', 'swedish')",6
"('analyste', 'fonctionnel')",6
"('andina', 'brewing')",6
"('ann', 'morrison')",6
"('announce', 'marijuana')",6
"('annual', 'awards')",6
"('another', 'custom')",6
"('another', 'sold')",6
"('another', 'solid')",6
"('apocalyptic', 'brewing')",6
"('apple', 'prizes')",6
"('application', 'specialist')",6
"('appointment', 'availability')",6
"('artesian', 'well')",6
"('athlete', 'natashadavisfitness')",6
"('atlantic', 'avenue')",6
"('available', 'marias')",6
"('ave', 'niagara')",6
"('ave', 'south')",6
"('ave', 'transit')",6
"('avenue', 'north')",6
"('avons', 'perdu')",6
"('awesome', 'experience')",6
"('awesome', 'way')",6
"('axis', 'brewing')",6
"('axis', 'hair')",6
"('aylmer', 'apartments')",6
"('bachelor', 'ski')",6
"('back', 'alley')",6
"('backslope', 'brewing')",6
"('bad', 'moon')",6
"('ballard', 'locks')",6
"('ballast', 'point')",6
"('banded', 'peak')",6
"('bannock', 'bistro')",6
"('bark', 'northside')",6
"('bastard', 'burrito')",6
"('batters', 'box')",6
"('battle', 'creek')",6
"('beach', 'day')",6
"('beach', 'lodge')",6
"('bean', 'kafe')",6
"('bears', 'den')",6
"('beausoleil', 'first')",6
"('beautiful', 'lake')",6
"('beautiful', 'piece')",6
"('beautiful', 'scenery')",6
"('beautiful', 'start')",6
"('beaverdam', 'lake')",6
"('beebe', 'hill')",6
"('beef', 'ribs')",6
"('beer', 'tasting')",6
"('belair', 'cantina')",6
"('belgian', 'dubbel')",6
"('belgian', 'style')",6
"('belgian', 'tripel')",6
"('bergamot', 'ave')",6
"('big', 'sea')",6
"('bilingual', 'administrative')",6
"('bilingual', 'recruiter')",6
"('biotech', 'intern')",6
"('bird', 'tickets')",6
"('birthing', 'center')",6
"('biscotti', 'cake')",6
"('black', 'currant')",6
"('blackthorn', 'ave')",6
"('blank', 'canvas')",6
"('blazing', 'arrow')",6
"('blewett', 'pass')",6
"('blood', 'work')",6
"('bloody', ""mary's"")",6
"('bloor', 'east')",6
"('blossom', 'festival')",6
"('blue', 'daisy')",6
"('blue', 'goose')",6
"('blue', 'heron')",6
"('blue', 'wolf')",6
"('bob', ""sacamano's"")",6
"('bobby', 'womack')",6
"('bohemian', 'rhapsody')",6
"('booming', 'rollers')",6
"('booze', 'brothers')",6
"('bound', 'upper')",6
"('boundaries', 'fond')",6
"('bow', 'ties')",6
"('bowen', 'island')",6
"('bramalea', 'city')",6
"('brasserie', 'artisanale')",6
"('breaking', 'bean')",6
"('breaking', 'bread')",6
"('breakneck', 'ridge')",6
"('bremner', 'blvd')",6
"('brett', 'ipa')",6
"('brewed', 'flavored')",6
"(""brewer's"", 'cut')",6
"('brewhouse', 'coffee')",6
"('bridge', 'reopened')",6
"('bright', 'sunny')",6
"('brio', 'salonspa')",6
"('britannia', 'brewing')",6
"('britt', 'nicole')",6
"('broken', 'ear')",6
"('brothers', 'baby')",6
"('brothers', 'brewing')",6
"(""bruce's"", 'place')",6
"('brunch', 'today')",6
"('buckingham', 'cup')",6
"('bumble', 'bee')",6
"('buoy', 'reports')",6
"('burger', 'meal')",6
"('burning', 'lights')",6
"('buttonwood', 'avenue')",6
"(""c'est"", 'parti')",6
"('called', 'red')",6
"('campaign', 'reintroducing')",6
"('canada', 'maple')",6
"('canada', 'saudi')",6
"('canada', 'summer')",6
"('canadian', 'mounted')",6
"('canadian', 'students')",6
"('canine', 'centre')",6
"('canyon', 'west')",6
"('caps', 'made')",6
"('caption', 'needed')",6
"('carbone', 'management')",6
"('cardiac', 'unit')",6
"('cardiovascular', 'operating')",6
"('carnarvon', 'avenue')",6
"('cartier', 'love')",6
"('casa', 'naranja')",6
"('cases', 'added')",6
"(""casey's"", 'grill')",6
"('cash', 'management')",6
"('cash', 'room')",6
"('casting', 'crowns')",6
"('cat', 'found')",6
"('catalyst', 'fitness')",6
"('catching', 'photos')",6
"('cathedral', 'basilica')",6
"('cathedral', 'hill')",6
"('cause', 'delays')",6
"('center', 'icu')",6
"('center', 'part')",6
"('center', 'reports')",6
"('centurylink', 'arena')",6
"('certified', 'nurses')",6
"('chalk', 'drawings')",6
"('chaplin', 'crescent')",6
"('chasing', 'waterfalls')",6
"('cheese', 'castle')",6
"('cheese', 'served')",6
"('chemical', 'hazard')",6
"('chequamegon', 'high')",6
"('cherry', ""cola's"")",6
"('chez', 'majic')",6
"('chic', 'get')",6
"('chili', 'ave')",6
"('cisco', 'ccna')",6
"('citra', 'ipa')",6
"('city', 'coffee')",6
"('city', 'ramblers')",6
"('civic', 'centre')",6
"('clackamas', 'oncology')",6
"('clairton', 'crescent')",6
"('clark', 'retirement')",6
"('classic', 'mani-pedi')",6
"('clean', 'lines')",6
"('clinical', 'data')",6
"('clinical', 'resource')",6
"('clinique', 'prestige')",6
"('clocks', 'ahead')",6
"('closed', 'fence')",6
"('closed', 'solar')",6
"('closed', 'wizard')",6
"('closed', ""xhiggy's"")",6
"('coal', 'lane')",6
"('coatsworth', 'crescent')",6
"('code', 'fellows')",6
"('coffee', 'culture')",6
"('coleman', 'dock')",6
"('coli', 'risk')",6
"('college', 'ave')",6
"('college', 'canada')",6
"('college', 'residence')",6
"('come', 'aumentare')",6
"('come', 'stop')",6
"('comfort', 'suites')",6
"('commis', 'comptable')",6
"('commons', 'apartments')",6
"('communications', 'intern')",6
"('communities', 'centre')",6
"('community', 'grant')",6
"('con', 'estas')",6
"('conference', 'boulevard')",6
"('conger', 'coal')",6
"('connecticut', 'state')",6
"('contact', 'sondra')",6
